"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5727","login test performance_glitch_user","smoke","2026-09-24","passed","2026-09-24","parametrize login","smoke/03-login.spec.ts","",""
"","127","token ile booking oluşturma","api","2026-09-24","passed","2026-09-24","Restful-Booker API Testleri","api/restful-booker.spec.ts","",""
"","679","Login oturumunu kaydet","setup","2026-09-24","passed","2026-09-24","","auth.setup.ts","",""
"","328","kullanıcı listesi çekme - GET isteği","api","2026-09-24","passed","2026-09-24","ReqRes API Testleri","api/reqres.spec.ts","",""
"","624","login test visual_user","smoke","2026-09-24","passed","2026-09-24","parametrize login","smoke/03-login.spec.ts","",""
"","1047","checkbox","smoke","2026-09-24","passed","2026-09-24","","smoke/04-checkbox.spec.ts","",""
"","701","yeni kullanıcı oluşturma - POST isteği","api","2026-09-24","passed","2026-09-24","ReqRes API Testleri","api/reqres.spec.ts","",""
"","528","login test problem_user","smoke","2026-09-24","passed","2026-09-24","parametrize login","smoke/03-login.spec.ts","",""
"","278","auth token alma","api","2026-09-24","passed","2026-09-24","Restful-Booker API Testleri","api/restful-booker.spec.ts","",""
"","572","login test standard_user","smoke","2026-09-24","passed","2026-09-24","parametrize login","smoke/03-login.spec.ts","",""
"","581","login test error_user","smoke","2026-09-24","passed","2026-09-24","parametrize login","smoke/03-login.spec.ts","",""
